country,country_code,year,school_completion_primary_female_rate
Brazil,BRA,2008.0,74.7647476196289
Canada,CAN,2008.0,91.48168968678
Switzerland,CHE,2008.0,100.0
Chile,CHL,2008.0,84.6594161987305
Colombia,COL,2008.0,72.0920333862305
Costa Rica,CRI,2008.0,78.6316223144531
Cayman Islands,CYM,2008.0,98.6907730102539
Cyprus,CYP,2008.0,89.8278503417969
Czechia,CZE,2008.0,99.8857192993164
Germany,DEU,2008.0,100.0
Denmark,DNK,2008.0,100.0
Dominican Republic,DOM,2008.0,62.6
Algeria,DZA,2008.0,39.5356216430664
Ecuador,ECU,2008.0,73.0590972900391
"Egypt, Arab Rep.",EGY,2008.0,38.4865810894513
Spain,ESP,2008.0,85.2227020263672
Finland,FIN,2008.0,100.0
France,FRA,2008.0,99.1517791748047
Greece,GRC,2008.0,91.0323181152344
"Hong Kong SAR, China",HKG,2008.0,90.7491912841797
Honduras,HND,2008.0,50.9534108442742
Croatia,HRV,2008.0,97.4005034252318
Indonesia,IDN,2008.0,67.371696472168
Ireland,IRL,2008.0,99.5749651680639
"Iran, Islamic Rep.",IRN,2008.0,66.823028397646
Iceland,ISL,2008.0,100.0
Italy,ITA,2008.0,90.7640914916992
Jamaica,JAM,2008.0,98.3149831468419
Jordan,JOR,2008.0,79.1980590820312
Cambodia,KHM,2008.0,26.8151302337646
"Korea, Rep.",KOR,2008.0,91.9642111687298
Kuwait,KWT,2008.0,59.694149017334
Lesotho,LSO,2008.0,47.1239013671875
Lithuania,LTU,2008.0,97.5879211425781
Latvia,LVA,2008.0,99.4350967407227
Moldova,MDA,2008.0,98.3383865356445
Mexico,MEX,2008.0,70.8418502807617
North Macedonia,MKD,2008.0,80.6897676602513
Malta,MLT,2008.0,99.2764252805191
Mongolia,MNG,2008.0,97.706198875843
Netherlands,NLD,2008.0,98.3600769042969
Norway,NOR,2008.0,100.0
Nepal,NPL,2008.0,22.5486632975945
Oman,OMN,2008.0,56.2671394348145
Pakistan,PAK,2008.0,30.1863307952881
Panama,PAN,2008.0,82.6
Peru,PER,2008.0,65.7824783325195
Poland,POL,2008.0,98.0334014892578
Portugal,PRT,2008.0,82.0986785888672
Paraguay,PRY,2008.0,64.8637008666992
West Bank and Gaza,PSE,2008.0,83.5498123168945
Qatar,QAT,2008.0,75.2970962524414
Romania,ROU,2008.0,97.0720825195312
Sudan,SDN,2008.0,21.0233922347896
Singapore,SGP,2008.0,75.5833282470703
El Salvador,SLV,2008.0,47.8465309143066
Serbia,SRB,2008.0,79.6345212015586
South Sudan,SSD,2008.0,53.7174911499023
Slovak Republic,SVK,2008.0,99.7114319180802
Slovenia,SVN,2008.0,98.7560806274414
Sweden,SWE,2008.0,100.0
Syrian Arab Republic,SYR,2008.0,52.1522102355957
Trinidad and Tobago,TTO,2008.0,92.8124008178711
Tunisia,TUN,2008.0,59.765127697353
Turkiye,TUR,2008.0,72.6383285522461
Tanzania,TZA,2008.0,49.3002533810399
Uganda,UGA,2008.0,34.6113510131836
Uruguay,URY,2008.0,85.6572189331055
United States,USA,2008.0,98.7320098876953
"Venezuela, RB",VEN,2008.0,82.8666687011719
South Africa,ZAF,2008.0,71.9564514160156
Angola,AGO,2009.0,17.5823977147316
Albania,ALB,2009.0,94.447423680621
Armenia,ARM,2009.0,99.1441734033372
Australia,AUS,2009.0,100.0
Austria,AUT,2009.0,100.0
Azerbaijan,AZE,2009.0,97.6935501098633
Belgium,BEL,2009.0,92.1010284423828
Bulgaria,BGR,2009.0,98.433546693139
Bosnia and Herzegovina,BIH,2009.0,59.85492119722
Belarus,BLR,2009.0,98.6236114501953
Bolivia,BOL,2009.0,45.9159393310547
Brazil,BRA,2009.0,74.0604095458984
Botswana,BWA,2009.0,59.452640989135
Canada,CAN,2009.0,92.010108913574
Switzerland,CHE,2009.0,100.0
Chile,CHL,2009.0,83.5
Colombia,COL,2009.0,72.0160522460938
Costa Rica,CRI,2009.0,78.9334030151367
Cyprus,CYP,2009.0,89.7036209106445
Czechia,CZE,2009.0,99.8760070800781
Germany,DEU,2009.0,100.0
Denmark,DNK,2009.0,100.0
Dominican Republic,DOM,2009.0,64.4
Ecuador,ECU,2009.0,72.6386184692383
"Egypt, Arab Rep.",EGY,2009.0,40.2019424806381
Spain,ESP,2009.0,85.348030090332
Finland,FIN,2009.0,100.0
France,FRA,2009.0,98.7673187255859
United Kingdom,GBR,2009.0,99.693359375
Georgia,GEO,2009.0,90.1738883200009
Greece,GRC,2009.0,90.6527705488905
"Hong Kong SAR, China",HKG,2009.0,91.1951522827148
Honduras,HND,2009.0,51.4
Croatia,HRV,2009.0,97.5499750271197
Indonesia,IDN,2009.0,67.9933319091797
Ireland,IRL,2009.0,99.3336413727154
"Iran, Islamic Rep.",IRN,2009.0,67.7076137433527
Iceland,ISL,2009.0,100.0
Israel,ISR,2009.0,93.1659164428711
Italy,ITA,2009.0,91.2734375
Jamaica,JAM,2009.0,98.2434000831082
Kazakhstan,KAZ,2009.0,99.9331130981445
Kenya,KEN,2009.0,51.156421661377
Kyrgyz Republic,KGZ,2009.0,97.2626419067383
Cambodia,KHM,2009.0,25.2727203369141
"Korea, Rep.",KOR,2009.0,86.2607879638672
Lithuania,LTU,2009.0,97.7728118896484
Luxembourg,LUX,2009.0,99.9024224192828
Latvia,LVA,2009.0,99.5761108398438
Moldova,MDA,2009.0,98.5742263793945
Mexico,MEX,2009.0,72.7437133789062
North Macedonia,MKD,2009.0,82.696059337727
Mali,MLI,2009.0,8.17412569515816
Mongolia,MNG,2009.0,98.8454561962362
Mozambique,MOZ,2009.0,23.2648391723633
Malaysia,MYS,2009.0,87.2056121826172
Nicaragua,NIC,2009.0,50.1
Netherlands,NLD,2009.0,98.1266326904297
Norway,NOR,2009.0,100.0
Pakistan,PAK,2009.0,29.2017097473144
Panama,PAN,2009.0,82.5
Peru,PER,2009.0,65.6573333740234
Poland,POL,2009.0,98.1783218383789
Portugal,PRT,2009.0,83.5911026000977
Paraguay,PRY,2009.0,59.7705612182617
West Bank and Gaza,PSE,2009.0,84.6189117431641
Qatar,QAT,2009.0,76.2224731445312
Romania,ROU,2009.0,97.390739440918
Singapore,SGP,2009.0,75.3316116333008
El Salvador,SLV,2009.0,49.5802688598633
Slovak Republic,SVK,2009.0,99.5666324135008
Slovenia,SVN,2009.0,98.9623870849609
Sweden,SWE,2009.0,100.0
Syrian Arab Republic,SYR,2009.0,58.3614807128906
Chad,TCD,2009.0,6.15585994720459
Togo,TGO,2009.0,16.1268100738525
Tajikistan,TJK,2009.0,94.5406020826733
Trinidad and Tobago,TTO,2009.0,93.1968078613281
Tunisia,TUN,2009.0,62.4575040414899
Turkiye,TUR,2009.0,74.7516021728516
Uruguay,URY,2009.0,86.1663665771484
United States,USA,2009.0,98.6214904785156
"Venezuela, RB",VEN,2009.0,83.5858306884766
South Africa,ZAF,2009.0,75.8678436279297
Aruba,ABW,2010.0,90.6268005371094
Albania,ALB,2010.0,94.7323161245651
Armenia,ARM,2010.0,99.540709324583
Australia,AUS,2010.0,99.8637313842773
Austria,AUT,2010.0,100.0
Azerbaijan,AZE,2010.0,97.7731628417969
Belgium,BEL,2010.0,91.4206466674805
Bangladesh,BGD,2010.0,44.9353849181411
Bulgaria,BGR,2010.0,98.5269802798289
Bahrain,BHR,2010.0,63.8701705932617
"Bahamas, The",BHS,2010.0,95.2796020507812
Bosnia and Herzegovina,BIH,2010.0,63.2518882751465
Belize,BLZ,2010.0,83.7570266723633
Canada,CAN,2010.0,92.53315483505
Switzerland,CHE,2010.0,100.0
Chile,CHL,2010.0,83.8438568115234
Cameroon,CMR,2010.0,26.41037940979
Colombia,COL,2010.0,72.5077819824219
Costa Rica,CRI,2010.0,79.12890625
Cyprus,CYP,2010.0,90.4953536987305
Czechia,CZE,2010.0,99.8513870239258
Germany,DEU,2010.0,100.0
Denmark,DNK,2010.0,100.0
Dominican Republic,DOM,2010.0,63.3879089355469
Ecuador,ECU,2010.0,73.2085723876953
"Egypt, Arab Rep.",EGY,2010.0,44.5981009376781
Spain,ESP,2010.0,86.0695419311523
Finland,FIN,2010.0,100.0
France,FRA,2010.0,98.2807998657227
United Kingdom,GBR,2010.0,99.7409515380859
Georgia,GEO,2010.0,90.9829348374119
Ghana,GHA,2010.0,57.0107116699219
Greece,GRC,2010.0,91.237548828125
Guatemala,GTM,2010.0,34.9782541344846
"Hong Kong SAR, China",HKG,2010.0,91.2860336303711
Honduras,HND,2010.0,51.7
Croatia,HRV,2010.0,97.4479018846925
Indonesia,IDN,2010.0,69.6649098282052
India,IND,2010.0,39.3457084157553
Ireland,IRL,2010.0,99.4163224039806
"Iran, Islamic Rep.",IRN,2010.0,68.5982373260848
Iceland,ISL,2010.0,100.0
Israel,ISR,2010.0,93.0851821899414
Italy,ITA,2010.0,91.61376953125
Jamaica,JAM,2010.0,98.2854751568454
Jordan,JOR,2010.0,79.6539306640625
Japan,JPN,2010.0,99.5429306030273
Kenya,KEN,2010.0,47.1344604492188
"Korea, Rep.",KOR,2010.0,91.2238693237305
Liberia,LBR,2010.0,28.4967547962486
Lithuania,LTU,2010.0,98.1106872558594
Luxembourg,LUX,2010.0,99.6498603859912
Latvia,LVA,2010.0,99.5886383056641
Moldova,MDA,2010.0,98.4960327148438
Mexico,MEX,2010.0,73.2645568847656
North Macedonia,MKD,2010.0,83.0592807003529
Malta,MLT,2010.0,97.2019729614258
Mongolia,MNG,2010.0,98.7975829434502
Malaysia,MYS,2010.0,88.0314865112305
Netherlands,NLD,2010.0,98.2062835693359
Norway,NOR,2010.0,100.0
Oman,OMN,2010.0,59.1013984680176
Pakistan,PAK,2010.0,30.2303104400635
Panama,PAN,2010.0,82.4854965209961
Peru,PER,2010.0,71.8836669921875
Philippines,PHL,2010.0,83.2881698608398
Papua New Guinea,PNG,2010.0,55.1415154583696
Poland,POL,2010.0,97.8860092163086
Portugal,PRT,2010.0,84.4920272827148
Paraguay,PRY,2010.0,67.4
West Bank and Gaza,PSE,2010.0,85.2725677490234
Qatar,QAT,2010.0,74.2303466796875
Romania,ROU,2010.0,97.581672668457
Russian Federation,RUS,2010.0,99.2343215942383
Singapore,SGP,2010.0,80.2386779785156
El Salvador,SLV,2010.0,54.157470703125
Slovak Republic,SVK,2010.0,99.6739901737354
Slovenia,SVN,2010.0,98.8597412109375
Sweden,SWE,2010.0,100.0
Thailand,THA,2010.0,57.6152000427246
Timor-Leste,TLS,2010.0,39.390998840332
Trinidad and Tobago,TTO,2010.0,93.8449663618149
Tunisia,TUN,2010.0,63.1616587577024
Turkiye,TUR,2010.0,77.9736480712891
Tuvalu,TUV,2010.0,86.1678935342893
Tanzania,TZA,2010.0,51.4818761931407
Uganda,UGA,2010.0,36.5858688354492
Uruguay,URY,2010.0,85.7723922729492
United States,USA,2010.0,98.7053909301758
"Venezuela, RB",VEN,2010.0,84.3
Viet Nam,VNM,2010.0,74.3507195288386
South Africa,ZAF,2010.0,76.5491485595703
Angola,AGO,2011.0,30.2802325390869
Albania,ALB,2011.0,94.4313430786133
Armenia,ARM,2011.0,99.222526550293
Australia,AUS,2011.0,100.0
Austria,AUT,2011.0,100.0
Azerbaijan,AZE,2011.0,97.7762832641602
Belgium,BEL,2011.0,91.8553237915039
Bangladesh,BGD,2011.0,42.9780616760254
Bulgaria,BGR,2011.0,98.6516997034063
Bosnia and Herzegovina,BIH,2011.0,65.3299331665039
Bolivia,BOL,2011.0,54.2
Brazil,BRA,2011.0,76.0072174072266
Brunei Darussalam,BRN,2011.0,89.1144790649414
Canada,CAN,2011.0,92.8317631463316
Switzerland,CHE,2011.0,100.0
Chile,CHL,2011.0,79.6520233154297
Colombia,COL,2011.0,73.3087463378906
Costa Rica,CRI,2011.0,79.7857971191406
Cyprus,CYP,2011.0,92.9562606811523
Czechia,CZE,2011.0,99.9034576416016
Germany,DEU,2011.0,100.0
Denmark,DNK,2011.0,100.0
Dominican Republic,DOM,2011.0,64.7738723754883
Algeria,DZA,2011.0,40.639030456543
Ecuador,ECU,2011.0,74.6643295288086
"Egypt, Arab Rep.",EGY,2011.0,45.3363280779354
Spain,ESP,2011.0,86.4073867797852
Ethiopia,ETH,2011.0,14.2070198059082
Finland,FIN,2011.0,100.0
Fiji,FJI,2011.0,95.3093799099454
France,FRA,2011.0,98.3288269042969
United Kingdom,GBR,2011.0,99.81787109375
Greece,GRC,2011.0,91.3002380611475
Guatemala,GTM,2011.0,36.8148546338439
"Hong Kong SAR, China",HKG,2011.0,91.8467025756836
Honduras,HND,2011.0,53.6097106933594
Croatia,HRV,2011.0,95.4384994506836
Indonesia,IDN,2011.0,69.7320404052734
India,IND,2011.0,40.330020904541
Ireland,IRL,2011.0,99.4421877959211
"Iran, Islamic Rep.",IRN,2011.0,70.0680826514608
Iceland,ISL,2011.0,100.0
Israel,ISR,2011.0,93.7702178955078
Italy,ITA,2011.0,92.0078506469727
Jamaica,JAM,2011.0,98.1756229900973
"Korea, Rep.",KOR,2011.0,92.9375248340099
Sri Lanka,LKA,2011.0,81.7636622854148
Lithuania,LTU,2011.0,98.1227188110352
Luxembourg,LUX,2011.0,99.8140987098191
Latvia,LVA,2011.0,99.6531219482422
"Macao SAR, China",MAC,2011.0,85.0259628295898
Moldova,MDA,2011.0,98.4875106811523
Mexico,MEX,2011.0,74.96564474328
Marshall Islands,MHL,2011.0,96.401008605957
North Macedonia,MKD,2011.0,84.4376374588524
Mali,MLI,2011.0,11.8082799911499
Malta,MLT,2011.0,97.6401519775391
Montenegro,MNE,2011.0,95.9736480712891
Mongolia,MNG,2011.0,96.8365525082667
Mozambique,MOZ,2011.0,12.8780498504639
Mauritius,MUS,2011.0,63.345531463623
Niger,NER,2011.0,11.8892796626831
Netherlands,NLD,2011.0,98.250129699707
Norway,NOR,2011.0,100.0
Nepal,NPL,2011.0,27.5986099243164
Pakistan,PAK,2011.0,34.6372299194336
Panama,PAN,2011.0,82.9
Peru,PER,2011.0,72.6237182617188
Poland,POL,2011.0,98.0129089355469
Portugal,PRT,2011.0,83.9115295410156
Paraguay,PRY,2011.0,70.2
West Bank and Gaza,PSE,2011.0,86.3255462646484
Qatar,QAT,2011.0,73.1205978393555
Romania,ROU,2011.0,97.8876419067383
Russian Federation,RUS,2011.0,100.0
Senegal,SEN,2011.0,16.5504493713379
Singapore,SGP,2011.0,80.2869033813477
El Salvador,SLV,2011.0,50.4860916137695
Serbia,SRB,2011.0,93.6263809204102
Slovak Republic,SVK,2011.0,99.881950378418
Slovenia,SVN,2011.0,99.3347015380859
Sweden,SWE,2011.0,100.0
Togo,TGO,2011.0,17.8094291687012
Tonga,TON,2011.0,96.0918197631836
Trinidad and Tobago,TTO,2011.0,93.3565852319551
Tunisia,TUN,2011.0,64.2752155742267
Turkiye,TUR,2011.0,79.6150131225586
Uganda,UGA,2011.0,30.0905932721611
Uruguay,URY,2011.0,87.5689010620117
United States,USA,2011.0,98.7037734985352
"Venezuela, RB",VEN,2011.0,85.2
Viet Nam,VNM,2011.0,73.8679411726052
Samoa,WSM,2011.0,99.1272811889648
South Africa,ZAF,2011.0,77.9238815307617
Albania,ALB,2012.0,94.2600173950195
Armenia,ARM,2012.0,99.5577092877822
Australia,AUS,2012.0,99.8071899414062
Austria,AUT,2012.0,100.0
Azerbaijan,AZE,2012.0,97.7888717651367
Belgium,BEL,2012.0,91.1740036010742
Bangladesh,BGD,2012.0,44.3074798583984
Bulgaria,BGR,2012.0,98.7511298922571
Bosnia and Herzegovina,BIH,2012.0,66.2784527875337
Bolivia,BOL,2012.0,52.8131217956543
Brazil,BRA,2012.0,78.4467468261719
Bhutan,BTN,2012.0,14.7237796783447
Canada,CAN,2012.0,93.0813615058198
Switzerland,CHE,2012.0,100.0
Chile,CHL,2012.0,86.4606307368662
Cote d'Ivoire,CIV,2012.0,40.135420666307
Colombia,COL,2012.0,73.8901519775391
Costa Rica,CRI,2012.0,80.1829605102539
Cuba,CUB,2012.0,90.3177337646484
Cyprus,CYP,2012.0,92.1442489624023
Czechia,CZE,2012.0,99.9219284057617
Germany,DEU,2012.0,100.0
Denmark,DNK,2012.0,100.0
Dominican Republic,DOM,2012.0,65.3501586914062
Ecuador,ECU,2012.0,75.3808517456055
"Egypt, Arab Rep.",EGY,2012.0,46.9438153774714
Spain,ESP,2012.0,87.1545104980469
Finland,FIN,2012.0,100.0
France,FRA,2012.0,98.3417816162109
United Kingdom,GBR,2012.0,99.7562866210938
Georgia,GEO,2012.0,97.6972579956055
Greece,GRC,2012.0,92.1231885749813
Guatemala,GTM,2012.0,37.4809799194336
Honduras,HND,2012.0,53.289249420166
Croatia,HRV,2012.0,97.6229889870283
Haiti,HTI,2012.0,33.9569334716212
Indonesia,IDN,2012.0,70.8069913984706
India,IND,2012.0,41.0819108172599
Ireland,IRL,2012.0,99.5211448771315
Iceland,ISL,2012.0,99.8540114459792
Israel,ISR,2012.0,93.947509765625
Italy,ITA,2012.0,92.5458908081055
Jamaica,JAM,2012.0,98.5265204750179
"Korea, Rep.",KOR,2012.0,93.4231509028408
Kuwait,KWT,2012.0,64.0228881835938
Lithuania,LTU,2012.0,98.4220504760742
Luxembourg,LUX,2012.0,99.8178954366511
Latvia,LVA,2012.0,99.6792602539062
Moldova,MDA,2012.0,98.79736328125
Mexico,MEX,2012.0,75.7189483642578
North Macedonia,MKD,2012.0,85.715626011831
Malta,MLT,2012.0,97.8360977172852
Montenegro,MNE,2012.0,100.0
Mongolia,MNG,2012.0,96.3192496333319
Namibia,NAM,2012.0,65.0643074044749
Niger,NER,2012.0,8.90287017822266
Netherlands,NLD,2012.0,98.3480911254883
Norway,NOR,2012.0,100.0
Pakistan,PAK,2012.0,34.0174903869629
Panama,PAN,2012.0,84.1147536853185
Peru,PER,2012.0,74.2169418334961
Poland,POL,2012.0,98.1982803344727
Puerto Rico (US),PRI,2012.0,89.0496978759766
Portugal,PRT,2012.0,84.7279815673828
Paraguay,PRY,2012.0,69.9366912841797
West Bank and Gaza,PSE,2012.0,88.0296478271484
Qatar,QAT,2012.0,82.2235794067383
Romania,ROU,2012.0,98.0735168457031
Russian Federation,RUS,2012.0,100.0
Rwanda,RWA,2012.0,26.8013896942139
Singapore,SGP,2012.0,81.1658935546875
El Salvador,SLV,2012.0,51.7844314575195
Sao Tome and Principe,STP,2012.0,82.0452575683594
Suriname,SUR,2012.0,88.1373977661133
Slovak Republic,SVK,2012.0,99.6767578125
Slovenia,SVN,2012.0,99.6904296875
Sweden,SWE,2012.0,100.0
Trinidad and Tobago,TTO,2012.0,94.680504449883
Tunisia,TUN,2012.0,64.6968767503912
Turkiye,TUR,2012.0,80.3199462890625
Tanzania,TZA,2012.0,58.9837913513184
Uganda,UGA,2012.0,23.9529800415039
Uruguay,URY,2012.0,88.4732894897461
United States,USA,2012.0,98.8281402587891
"Venezuela, RB",VEN,2012.0,86.0
Viet Nam,VNM,2012.0,74.421812974004
Samoa,WSM,2012.0,93.2039728615679
South Africa,ZAF,2012.0,79.5072174072266
Zimbabwe,ZWE,2012.0,77.2779388427734
Albania,ALB,2013.0,95.2394831686321
Armenia,ARM,2013.0,99.7345487450955
Australia,AUS,2013.0,100.0
Austria,AUT,2013.0,100.0
Azerbaijan,AZE,2013.0,97.8647918701172
Belgium,BEL,2013.0,91.9264602661133
Benin,BEN,2013.0,18.0337439742903
Bangladesh,BGD,2013.0,42.379638671875
Bulgaria,BGR,2013.0,98.8235179210352
Bosnia and Herzegovina,BIH,2013.0,67.6898869277247
Bolivia,BOL,2013.0,58.9
Brazil,BRA,2013.0,76.7578582763672
Canada,CAN,2013.0,93.3555109357648
Switzerland,CHE,2013.0,100.0
Chile,CHL,2013.0,84.712532043457
"Congo, Dem. Rep.",COD,2013.0,41.3660583496094
Colombia,COL,2013.0,75.0365295410156
Costa Rica,CRI,2013.0,80.8
Cyprus,CYP,2013.0,92.3331069946289
Czechia,CZE,2013.0,99.8886108398438
Germany,DEU,2013.0,100.0
Denmark,DNK,2013.0,100.0
Dominican Republic,DOM,2013.0,65.8180465698242
Ecuador,ECU,2013.0,77.5891494750977
"Egypt, Arab Rep.",EGY,2013.0,46.0200461117071
Finland,FIN,2013.0,100.0
France,FRA,2013.0,97.7096710205078
United Kingdom,GBR,2013.0,99.7972717285156
Georgia,GEO,2013.0,98.6519310391467
Ghana,GHA,2013.0,50.5831310599681
Greece,GRC,2013.0,92.6034365336027
Guatemala,GTM,2013.0,39.6520004272461
"Hong Kong SAR, China",HKG,2013.0,100.0
Honduras,HND,2013.0,55.3
Croatia,HRV,2013.0,97.8912866969417
Hungary,HUN,2013.0,99.5806503295898
Indonesia,IDN,2013.0,72.2677571753533
Ireland,IRL,2013.0,99.4396480519666
Iraq,IRQ,2013.0,74.443359375
Israel,ISR,2013.0,93.9485397338867
Italy,ITA,2013.0,93.4165176870247
Jamaica,JAM,2013.0,98.4105605004049
"Korea, Rep.",KOR,2013.0,93.7821854557745
Kuwait,KWT,2013.0,61.7840690612793
Sri Lanka,LKA,2013.0,82.4224034345953
Lithuania,LTU,2013.0,98.3937530517578
Luxembourg,LUX,2013.0,99.8048905041822
Latvia,LVA,2013.0,99.6882476806641
Moldova,MDA,2013.0,98.8774185180664
Mexico,MEX,2013.0,76.9667663574219
North Macedonia,MKD,2013.0,87.0769190463138
Malta,MLT,2013.0,98.0352478027344
Montenegro,MNE,2013.0,100.0
Mongolia,MNG,2013.0,97.219317296126
Mauritania,MRT,2013.0,25.7866306304932
Namibia,NAM,2013.0,64.0279657069728
Netherlands,NLD,2013.0,98.1917419433594
Norway,NOR,2013.0,100.0
Nauru,NRU,2013.0,100.0
Pakistan,PAK,2013.0,35.0148086547852
Panama,PAN,2013.0,84.5
Peru,PER,2013.0,75.2330932617188
Philippines,PHL,2013.0,85.7940292358398
Palau,PLW,2013.0,98.4540023803711
Poland,POL,2013.0,98.3483276367188
Portugal,PRT,2013.0,85.704963684082
Paraguay,PRY,2013.0,73.489128112793
West Bank and Gaza,PSE,2013.0,88.8584594726562
Qatar,QAT,2013.0,84.9123382568359
Romania,ROU,2013.0,98.2045211791992
Russian Federation,RUS,2013.0,100.0
Saudi Arabia,SAU,2013.0,74.4861679077148
Senegal,SEN,2013.0,21.7115097045898
Singapore,SGP,2013.0,81.7606887817383
El Salvador,SLV,2013.0,52.9100189208984
Serbia,SRB,2013.0,93.4186630249023
Slovak Republic,SVK,2013.0,99.7532119750977
Slovenia,SVN,2013.0,99.7471618652344
Sweden,SWE,2013.0,100.0
Thailand,THA,2013.0,57.7843208312988
Trinidad and Tobago,TTO,2013.0,95.2950065836002
Tunisia,TUN,2013.0,65.9144584382122
Turkiye,TUR,2013.0,80.7942428588867
Uruguay,URY,2013.0,88.6289215087891
United States,USA,2013.0,98.8688430786133
"Venezuela, RB",VEN,2013.0,86.6
Viet Nam,VNM,2013.0,74.7440297433297
South Africa,ZAF,2013.0,79.1307050607424
Afghanistan,AFG,2014.0,4.40215970558185
Angola,AGO,2014.0,32.8952407836914
Albania,ALB,2014.0,95.3306684010449
Andorra,AND,2014.0,96.1495666503906
Armenia,ARM,2014.0,99.8330098793784
Australia,AUS,2014.0,100.0
Austria,AUT,2014.0,100.0
Azerbaijan,AZE,2014.0,97.8851165771484
Burundi,BDI,2014.0,7.90186023712158
Belgium,BEL,2014.0,92.9041213989258
Burkina Faso,BFA,2014.0,13.1755593488649
Bangladesh,BGD,2014.0,44.2824783325195
Bulgaria,BGR,2014.0,98.5241435365954
Bosnia and Herzegovina,BIH,2014.0,69.4868316650391
Bolivia,BOL,2014.0,55.2
Brazil,BRA,2014.0,77.5086669921875
Canada,CAN,2014.0,93.6479060198526
Switzerland,CHE,2014.0,99.6634826660156
Chile,CHL,2014.0,87.6175905480455
Cote d'Ivoire,CIV,2014.0,29.4926605224609
Colombia,COL,2014.0,76.0926818847656
Comoros,COM,2014.0,19.9803721985128
Costa Rica,CRI,2014.0,81.3937911987305
Cayman Islands,CYM,2014.0,99.8244781494141
Cyprus,CYP,2014.0,91.8073806762695
Czechia,CZE,2014.0,99.8529434204102
Germany,DEU,2014.0,100.0
Denmark,DNK,2014.0,100.0
Dominican Republic,DOM,2014.0,67.0979766845703
Ecuador,ECU,2014.0,79.9098815917969
"Egypt, Arab Rep.",EGY,2014.0,46.6948361858404
Spain,ESP,2014.0,88.449951171875
Finland,FIN,2014.0,100.0
France,FRA,2014.0,97.3054428100586
"Micronesia, Fed. Sts.",FSM,2014.0,88.8231474631116
United Kingdom,GBR,2014.0,99.7952117919922
Georgia,GEO,2014.0,98.5472564697266
Guinea,GIN,2014.0,9.12483978271484
Greece,GRC,2014.0,92.9754028320312
Guatemala,GTM,2014.0,38.8
"Hong Kong SAR, China",HKG,2014.0,93.0020980834961
Honduras,HND,2014.0,58.7716407775879
Croatia,HRV,2014.0,98.3906598179204
Hungary,HUN,2014.0,99.4277877807617
Indonesia,IDN,2014.0,72.3322219848633
Ireland,IRL,2014.0,99.6257599519584
Iceland,ISL,2014.0,100.0
Israel,ISR,2014.0,94.2344818115234
Italy,ITA,2014.0,93.4437637329102
Jamaica,JAM,2014.0,98.5635201284829
Cambodia,KHM,2014.0,17.1000099182129
"Korea, Rep.",KOR,2014.0,94.2463574776057
Sri Lanka,LKA,2014.0,83.3614851923344
Lithuania,LTU,2014.0,98.3853607177734
Luxembourg,LUX,2014.0,99.3833771582788
Morocco,MAR,2014.0,27.0476550540275
Moldova,MDA,2014.0,99.1547622680664
Mexico,MEX,2014.0,77.6536407470703
North Macedonia,MKD,2014.0,88.6056835976878
Mali,MLI,2014.0,7.67658589847534
Malta,MLT,2014.0,97.9791412353516
Montenegro,MNE,2014.0,95.6240414007087
Mongolia,MNG,2014.0,96.9461212813976
Namibia,NAM,2014.0,68.3991354856408
Niger,NER,2014.0,10.8321704675157
Nicaragua,NIC,2014.0,59.0
Netherlands,NLD,2014.0,98.1581573486328
Norway,NOR,2014.0,99.5800704956055
Pakistan,PAK,2014.0,36.5361213684082
Panama,PAN,2014.0,85.0
Peru,PER,2014.0,74.3068008422852
Palau,PLW,2014.0,95.6453554563483
Poland,POL,2014.0,98.3930587768555
Portugal,PRT,2014.0,86.6627197265625
Paraguay,PRY,2014.0,72.3653717041016
West Bank and Gaza,PSE,2014.0,89.0868606567383
Qatar,QAT,2014.0,85.8892135620117
Romania,ROU,2014.0,98.1180114746094
Russian Federation,RUS,2014.0,100.0
Rwanda,RWA,2014.0,28.1952590942383
Singapore,SGP,2014.0,82.1805114746094
El Salvador,SLV,2014.0,53.9
Serbia,SRB,2014.0,91.1118774414062
Slovak Republic,SVK,2014.0,99.798957824707
Slovenia,SVN,2014.0,99.7582883409318
Sweden,SWE,2014.0,100.0
Seychelles,SYC,2014.0,95.2746617107813
Thailand,THA,2014.0,61.230402822689
Trinidad and Tobago,TTO,2014.0,95.7420655075798
Tunisia,TUN,2014.0,45.1695668341606
Turkiye,TUR,2014.0,81.4578323364258
Tanzania,TZA,2014.0,59.9165265197481
Uganda,UGA,2014.0,33.3617440587183
Uruguay,URY,2014.0,89.2212905883789
United States,USA,2014.0,98.7663803100586
"Venezuela, RB",VEN,2014.0,87.2
Viet Nam,VNM,2014.0,75.3909693965284
"Yemen, Rep.",YEM,2014.0,16.859131322794
South Africa,ZAF,2014.0,80.6130065917969
Zimbabwe,ZWE,2014.0,70.4884719848633
Afghanistan,AFG,2015.0,6.84849977493286
Angola,AGO,2015.0,31.9720897674561
Albania,ALB,2015.0,96.1328741348723
Andorra,AND,2015.0,96.0746002197266
Armenia,ARM,2015.0,99.7875919214737
Australia,AUS,2015.0,100.0
Austria,AUT,2015.0,100.0
Azerbaijan,AZE,2015.0,97.8565673828125
Belgium,BEL,2015.0,94.274658203125
Bangladesh,BGD,2015.0,50.285831451416
Bulgaria,BGR,2015.0,98.7044628282828
